time,value
 15:44:16.875670,1491
 15:44:17.883280,1490
 15:44:18.891220,1489
 15:44:19.822220,1490
 15:44:20.847240,1490
 15:44:21.865120,1490
 15:44:22.847860,1490
 15:44:23.865030,1490
 15:44:24.854020,1489
 15:44:25.858970,1490
 15:44:26.839650,1491
 15:44:27.832910,1490
 15:44:28.849860,1490
 15:44:29.873800,1490
 15:44:30.858990,1490
 15:44:31.866620,1490
 15:44:32.831490,1491
 15:44:33.838530,1492
 15:44:34.833030,1492
 15:44:35.870620,1492
 15:44:36.858660,1490
 15:44:37.842930,1489
 15:44:38.866850,1490
 15:44:39.862580,1490
 15:44:40.857180,1491
 15:44:41.842390,1492
 15:44:42.848110,1492
 15:44:43.871820,1491
 15:44:44.878360,1491
 15:44:45.878980,1490
 15:44:46.885020,1490
 15:44:47.861670,1491
 15:44:48.849550,1491
 15:44:49.859130,1492
 15:44:50.874420,1492
 15:44:51.877330,1491
 15:44:52.858130,1491
 15:44:53.910080,1492
 15:44:54.906850,1491
 15:44:55.914020,1490
 15:44:56.920240,1491
 15:44:57.875870,1491
 15:44:58.879950,1492
 15:44:59.877700,1492
 15:45:00.893920,1491
 15:45:01.889400,1490
 15:45:02.885910,1490
 15:45:03.864070,1492
 15:45:04.848400,1492
 15:45:05.856970,1492
 15:45:06.856320,1492
 15:45:07.839460,1493
 15:45:08.880490,1492
 15:45:09.875280,1492
 15:45:10.888350,1492
 15:45:11.889400,1491
 15:45:12.879150,1492
 15:45:13.859470,1491
 15:45:14.856260,1491
 15:45:15.848310,1491
 15:45:16.850040,1491
 15:45:17.838180,1491
 15:45:18.834870,1492
 15:45:19.887020,1492
 15:45:20.884700,1492
 15:45:21.874650,1493
 15:45:22.871040,1492
 15:45:23.858080,1492
 15:45:24.849050,1492
 15:45:25.906900,1491
 15:45:26.844590,1492
 15:45:27.875920,1493
 15:45:28.840170,1494
 15:45:29.873680,1493
 15:45:30.862720,1492
 15:45:31.867450,1492
 15:45:32.860610,1492
 15:45:33.864370,1493
 15:45:34.880720,1492
 15:45:35.914900,1491
 15:45:36.876550,1491
 15:45:37.859690,1492
 15:45:38.912380,1492
 15:45:39.905860,1491
 15:45:40.863390,1492
 15:45:41.887450,1492
 15:45:42.908380,1491
 15:45:43.850610,1490
 15:45:44.904210,1490
 15:45:45.891440,1489
 15:45:46.861270,1489
 15:45:47.844200,1491
 15:45:48.890000,1492
 15:45:49.893000,1492
 15:45:50.850310,1491
 15:45:51.846270,1492
 15:45:52.839080,1493
 15:45:53.857000,1493
 15:45:54.873270,1491
 15:45:55.874780,1491
 15:45:56.889850,1492
 15:45:57.902930,1493
 15:45:58.913690,1493
 15:45:59.915640,1493
 15:46:00.911370,1492
 15:46:01.908640,1491
 15:46:02.858880,1492
 15:46:03.872520,1492
 15:46:04.859180,1491
 15:46:05.882430,1491
 15:46:06.856450,1491
 15:46:07.860680,1491
 15:46:08.873500,1491
 15:46:09.866850,1491
 15:46:10.868820,1491
 15:46:11.857410,1492
 15:46:12.877280,1492
 15:46:13.910990,1491
 15:46:14.856070,1491
 15:46:15.850390,1491
 15:46:16.905980,1492
 15:46:17.911070,1492
 15:46:18.914990,1491
 15:46:19.855960,1492
 15:46:20.842820,1492
 15:46:21.894530,1491
 15:46:22.893950,1492
 15:46:23.895900,1492
 15:46:24.837840,1491
 15:46:25.903780,1490
 15:46:26.895190,1490
 15:46:27.839630,1490
 15:46:28.846650,1490
 15:46:29.835890,1491
