value,timestamp
1541,2022-03-03 21:31:04.360570
1540,2022-03-03 21:31:05.327310
1541,2022-03-03 21:31:06.336950
1543,2022-03-03 21:31:07.340450
1541,2022-03-03 21:31:08.333030
1540,2022-03-03 21:31:09.334680
1541,2022-03-03 21:31:10.319830
1538,2022-03-03 21:31:11.362950
1538,2022-03-03 21:31:12.345910
1538,2022-03-03 21:31:13.324850
1541,2022-03-03 21:31:14.372290
1538,2022-03-03 21:31:15.314690
1538,2022-03-03 21:31:16.373980
1539,2022-03-03 21:31:17.317750
1539,2022-03-03 21:31:18.329360
1538,2022-03-03 21:31:19.344870
1538,2022-03-03 21:31:20.327220
1540,2022-03-03 21:31:21.350270
1540,2022-03-03 21:31:22.314770
1539,2022-03-03 21:31:23.372380
1541,2022-03-03 21:31:24.310580
1541,2022-03-03 21:31:25.348320
1540,2022-03-03 21:31:26.347660
1539,2022-03-03 21:31:27.338620
1540,2022-03-03 21:31:28.331980
1539,2022-03-03 21:31:29.354050
1540,2022-03-03 21:31:30.277890
1540,2022-03-03 21:31:31.335680
1539,2022-03-03 21:31:32.282560
1540,2022-03-03 21:31:33.304490
1539,2022-03-03 21:31:34.283510
1540,2022-03-03 21:31:35.305520
1540,2022-03-03 21:31:36.280670
1542,2022-03-03 21:31:37.341250
1541,2022-03-03 21:31:38.314580
1544,2022-03-03 21:31:39.271670
1544,2022-03-03 21:31:40.294960
1542,2022-03-03 21:31:41.281900
1544,2022-03-03 21:31:42.277760
1543,2022-03-03 21:31:43.276900
1541,2022-03-03 21:31:44.283780
1542,2022-03-03 21:31:45.279600
1542,2022-03-03 21:31:46.289490
1541,2022-03-03 21:31:47.295530
1541,2022-03-03 21:31:48.275800
1542,2022-03-03 21:31:49.309850
1542,2022-03-03 21:31:50.312860
1542,2022-03-03 21:31:51.267940
1544,2022-03-03 21:31:52.267570
1543,2022-03-03 21:31:53.292270
1543,2022-03-03 21:31:54.283430
1543,2022-03-03 21:31:55.283670
1542,2022-03-03 21:31:56.280350
1542,2022-03-03 21:31:57.277060
1540,2022-03-03 21:31:58.324340
1540,2022-03-03 21:31:59.315030
1542,2022-03-03 21:32:00.339140
1542,2022-03-03 21:32:01.309490
1541,2022-03-03 21:32:02.297840
1540,2022-03-03 21:32:03.363600
1541,2022-03-03 21:32:04.346260
1542,2022-03-03 21:32:05.318640
1540,2022-03-03 21:32:06.322150
1542,2022-03-03 21:32:07.342230
1544,2022-03-03 21:32:08.344010
1542,2022-03-03 21:32:09.347520
1542,2022-03-03 21:32:10.353990
1546,2022-03-03 21:32:11.349840
1542,2022-03-03 21:32:12.335870
1542,2022-03-03 21:32:13.361630
1542,2022-03-03 21:32:14.349850
1544,2022-03-03 21:32:15.346430
1543,2022-03-03 21:32:16.339160
1543,2022-03-03 21:32:17.363280
1543,2022-03-03 21:32:18.345300
1542,2022-03-03 21:32:19.355000
1543,2022-03-03 21:32:20.308050
1543,2022-03-03 21:32:21.296200
1542,2022-03-03 21:32:22.287250
1542,2022-03-03 21:32:23.287710
1543,2022-03-03 21:32:24.343420
1543,2022-03-03 21:32:25.269160
1543,2022-03-03 21:32:26.323650
1544,2022-03-03 21:32:27.279430
1544,2022-03-03 21:32:28.285990
1543,2022-03-03 21:32:29.293000
1543,2022-03-03 21:32:30.280170
1544,2022-03-03 21:32:31.279950
1544,2022-03-03 21:32:32.273650
1544,2022-03-03 21:32:33.335810
1543,2022-03-03 21:32:34.269850
1543,2022-03-03 21:32:35.328250
1544,2022-03-03 21:32:36.323790
1543,2022-03-03 21:32:37.315740
1543,2022-03-03 21:32:38.339490
1544,2022-03-03 21:32:39.270400
1542,2022-03-03 21:32:40.328110
1543,2022-03-03 21:32:41.323710
1543,2022-03-03 21:32:42.314190
1543,2022-03-03 21:32:43.324780
1542,2022-03-03 21:32:44.266100
1541,2022-03-03 21:32:45.280540
1543,2022-03-03 21:32:46.260720
1543,2022-03-03 21:32:47.263580
1541,2022-03-03 21:32:48.255750
1542,2022-03-03 21:32:49.317070
1544,2022-03-03 21:32:50.256530
1542,2022-03-03 21:32:51.246770
1542,2022-03-03 21:32:52.283500
1542,2022-03-03 21:32:53.289090
1542,2022-03-03 21:32:54.237310
1543,2022-03-03 21:32:55.259790
1544,2022-03-03 21:32:56.264930
1542,2022-03-03 21:32:57.250390
1542,2022-03-03 21:32:58.271210
1542,2022-03-03 21:32:59.258580
1542,2022-03-03 21:33:00.230390
1543,2022-03-03 21:33:01.256330
1542,2022-03-03 21:33:02.252380
1542,2022-03-03 21:33:03.264140
1542,2022-03-03 21:33:04.254480
1543,2022-03-03 21:33:05.288660
1543,2022-03-03 21:33:06.285060
1543,2022-03-03 21:33:07.287310
1543,2022-03-03 21:33:08.277730
1542,2022-03-03 21:33:09.247700
1543,2022-03-03 21:33:10.300460
1543,2022-03-03 21:33:11.260710
1540,2022-03-03 21:33:12.267500
1542,2022-03-03 21:33:13.273400
1542,2022-03-03 21:33:14.229250
1539,2022-03-03 21:33:15.247890
1539,2022-03-03 21:33:16.272970
1541,2022-03-03 21:33:17.255870
1537,2022-03-03 21:33:18.291640
1538,2022-03-03 21:33:19.285930
1538,2022-03-03 21:33:20.292770
1540,2022-03-03 21:33:21.287040
1537,2022-03-03 21:33:22.238610
